model,dataset,image_id,precision,sensitivity,f1,iou,mcc,tvs,cldice,sf1
DCP_1024,HRF,04_g,0.6774419439393446,0.8023271261464032,0.734614689548,0.580546244278427,,0.393434064247,0.753632519533,0.535952697705
DCP_1024,HRF,04_h,0.8496167892143908,0.7640308916140245,0.804554154796,0.6730159781171056,,0.314250803276,0.753632519533,0.535952697705
DCP_1024,HRF,05_dr,0.6353793054784204,0.8492429928206561,0.726907340108,0.5709775596142904,,0.479790761491,0.753632519533,0.535952697705
DCP_1024,HRF,05_g,0.6892891540679784,0.8373201806933614,0.756127590592,0.6078819538668488,,0.446696848237,0.753632519533,0.535952697705
DCP_1024,HRF,05_h,0.8138677992073516,0.7952844260717368,0.804468807143,0.6728965433520262,,0.43726971603,0.753632519533,0.535952697705
DCP_1024,HRF,06_dr,0.7085186209640659,0.6466310444262559,0.676161678035,0.510758501862493,,0.245188344504,0.753632519533,0.535952697705
DCP_1024,HRF,06_g,0.6908108092110741,0.833774887676445,0.755589805193,0.6071870901943125,,0.422771855011,0.753632519533,0.535952697705
DCP_1024,HRF,06_h,0.8362725731806998,0.7764384783158065,0.805245556636,0.6739841488839474,,0.378970098671,0.753632519533,0.535952697705
DCP_1024,HRF,07_dr,0.6641474236154702,0.8280043183168305,0.737079104355,0.5836304608599879,,0.453630845324,0.753632519533,0.535952697705
DCP_1024,HRF,07_g,0.7052499987360437,0.7846181567004368,0.742820030084,0.590862126234506,,0.353461751803,0.753632519533,0.535952697705
DCP_1024,HRF,07_h,0.8418337859411207,0.7692318243976012,0.803896917473,0.6720966856590751,,0.397367190591,0.753632519533,0.535952697705
DCP_1024,HRF,08_dr,0.6924325159340678,0.7934495767130678,0.739507245412,0.5866810758890182,,0.342626321974,0.753632519533,0.535952697705
DCP_1024,HRF,08_g,0.712506065393966,0.784994546024426,0.746995855733,0.5961639146612625,,0.42421638344,0.753632519533,0.535952697705
DCP_1024,HRF,08_h,0.8495123486746409,0.7751607481260294,0.810635233682,0.6815699074317968,,0.350819057146,0.753632519533,0.535952697705
DCP_1024,HRF,09_dr,0.6748397068063375,0.7371110313526447,0.704602191618,0.5439272685647618,,0.311144040427,0.753632519533,0.535952697705
DCP_1024,HRF,09_g,0.6777592416476278,0.8021286371444543,0.734717953442,0.5806752379366198,,0.433569861351,0.753632519533,0.535952697705
DCP_1024,HRF,09_h,0.8294831076494737,0.7287671964651148,0.775870317215,0.6338138255497803,,0.300182541235,0.753632519533,0.535952697705
